_unit_id,_created_at,_updated_at,gs,term,values,please_choose_one_of_the_reasons_below_gold,please_choose_one_of_the_reasons_below_gold_reason,which_category_does_this_term_belong_to_gold,which_category_does_this_term_belong_to_gold_reason
1229988414,5/3/2017 13:02:01,5/4/2017 11:38:34, disease,disease outcome  ,"alive, dead",,,,
1229988415,5/3/2017 13:02:01,5/4/2017 11:34:21, cell type,cell type(s)  ,"all, keratinocytes and fibroblasts, neurons (neun+), non-neurons (neun-, predominantly glia), bmsc, nrvcm",,,,
1229988416,5/3/2017 13:02:01,5/4/2017 11:34:26, disease,twin's disease state  ,"allergic, healthy",,,,
1229988417,5/3/2017 13:02:01,5/4/2017 11:28:31, tissue,tissue preserve method ,"allprotect, frozen, n/a, rnalater",,,,
1229988418,5/3/2017 13:02:01,5/4/2017 11:35:19, disease,chief disease  ,als,,,,
1229988419,5/3/2017 13:02:01,5/4/2017 11:40:51, time,time of collection  ,"am, day 7.5 of culture (post fertilization), pm, 48 hour, day 7.0 post insemination",,,,
1229988420,5/3/2017 13:02:01,5/4/2017 11:40:28, tissue,tissue/source ,"amniotic fluid, blastocyst-derived embryonic stem cells",,,,
1229988421,5/3/2017 13:02:01,5/4/2017 11:48:50, treatment,treatment type  ,"anastrozole, tamoxifen, lps, letrozole, none",,,,
1229988422,5/3/2017 13:02:01,5/4/2017 11:34:49, cell line,cell line reference  ,"andrews pw (1984) retinoic acid induces neuronal differentiation of a cloned human embryonal carcinoma cell line in vitro. dev biol 103285-293, brown et al. 1997, sugarman bj, et al. (1985) recombinant human tumor necrosis factor-alphaeffects on proliferation of normal and transformed cells in vitro. science 230943-945. pubmed3933111",,,,
1229988423,5/3/2017 13:02:01,5/4/2017 11:32:01, treatment,inducer treatment  ,"ap21967, vehicle",,,,
1229988424,5/3/2017 13:02:01,5/4/2017 11:36:52, genotype,genotype/variation (offspring)  ,apoe-/+,,,,
1229988425,5/3/2017 13:02:01,5/4/2017 11:35:03, age,final age at death ,approximately 18 weeks old,,,,
1229988426,5/3/2017 13:02:01,5/4/2017 11:27:33, disease,disease severity/outcome  ,"asymptomatic, encephalitis, meningitis",,,,
1229988427,5/3/2017 13:02:01,5/4/2017 11:37:42, time,sampling time  ,"at diagnosis, at remission, daytime 1200, nighttime 2400, 30 minutes after oda600 0.75",,,,
1229988428,5/3/2017 13:02:01,5/4/2017 11:39:24, genotype,20p12 genotype rs50005940  ,"at, aa, tt",,,,
1229988429,5/3/2017 13:02:01,5/4/2017 11:38:52, strain,strain/accession  ,atcc 200175,,,,
1229988430,5/3/2017 13:02:01,5/4/2017 11:37:35, cell type,targeted cell type  ,b cell,,,,
1229988431,5/3/2017 13:02:01,5/4/2017 11:39:21, strain,t cell strain  ,b10.br,,,,
1229988432,5/3/2017 13:02:01,5/4/2017 11:36:16, strain,strain of ooplasm  ,b6,,,,
1229988433,5/3/2017 13:02:01,5/4/2017 11:27:16, strain,strain of paternal pronucleus  ,b6,,,,
1229988434,5/3/2017 13:02:02,5/4/2017 11:37:14, strain,maternal strain  ,"b6, f1, his2av-mrfp iii.1 (bloomington 23650), c57bl6/j (b6), castaneus (cast)",,,,
1229988435,5/3/2017 13:02:02,5/4/2017 11:35:22, strain,strain or line  ,"b6c3f1, fischer, f344/ducrl, sprague-dawley rat, sprague dawley",,,,
1229988436,5/3/2017 13:02:02,5/4/2017 11:54:57, strain,strain (donor)  ,balb/c,,,,
1229988437,5/3/2017 13:02:02,5/4/2017 11:39:38, strain,strain (host)  ,balb/c,,,,
1229988438,5/3/2017 13:02:02,5/4/2017 11:38:01, strain,xenograft recipient strain  ,balb/c,,,,
1229988439,5/3/2017 13:02:02,5/4/2017 11:31:26, strain,source strain  ,"balb/c, riii",,,,
1229988440,5/3/2017 13:02:02,5/4/2017 11:38:32, tissue,tissue/tumor subtype ,"basal-like adjacent tissue, basal-like tumor, erbb2+ adjacent tissue, luminal b adjacent tissue, luminal b tumor",,,,
1229988441,5/3/2017 13:02:02,5/4/2017 11:36:57, treatment,treatment stage  ,"baseline (prior infliximab infusion), vitellogenic, preablation, elongated cortical rod, 24hrs postablation (previtellogenic)",,,,
1229988442,5/3/2017 13:02:02,5/4/2017 11:29:16, time,time-point  ,"baseline, post-deployment, pre-deployment, pre-infection, post-infection",,,,
1229988443,5/3/2017 13:02:02,5/4/2017 11:36:42, genotype,genotype reference  ,"baumberger & baulcombe 2005. pnas 102(33)11928-33., montgomery et al., 2008. cell 133(1)128-41., wang et al., 2010., pnas 107(1)484-9.",,,,
1229988444,5/3/2017 13:02:02,5/4/2017 11:31:32, strain,parental strain  ,"bdiv and bdix, cross of h4-8 and h4-8b",,,,
1229988445,5/3/2017 13:02:02,5/4/2017 11:34:24, tissue,tissuer type ,"benign, tumor",,,,
1229988446,5/3/2017 13:02:02,5/4/2017 11:21:16, treatment,treatment protocol  ,"biweekly with high dose of peg30-fgf21 q108 (biw, 2.5mpk), twice daily with wild-type fgf21 (bid, 1.25mpk), biweekly with low dose of peg30-fgf21 q108 (biw, 0.75mpk), twice daily with vehicle (saline), hypoxia, followed by variable-length normoxia",,,,
1229988447,5/3/2017 13:02:02,5/4/2017 11:33:48, tissue,sample tissue type ,"blood, skin",,,,
1229988448,5/3/2017 13:02:02,5/4/2017 11:28:14, tissue,tissue-cy5 ,bovine reference rna,,,,
1229988449,5/3/2017 13:02:02,5/4/2017 11:43:57, tissue,origin tissue ,"breast epithelial, peripheral lymph nodes and spleen, breast cancer, lymph node, porcine kidney",,,,
1229988450,5/3/2017 13:02:02,5/4/2017 11:27:33, cell line,cell line origin  ,"breast epithelium, breast cancer, mammary, erythroid myeloid lymphoid (eml), bone metastasis of prostate cancer",,,,
1229988451,5/3/2017 13:02:02,5/4/2017 11:31:08, tissue,tissue-type ,"breast epithlieum, lung, articular cartilage, cholangiocarcinoma, growth plate cartilage",,,,
1229988452,5/3/2017 13:02:02,5/4/2017 11:37:58, tissue,tissue origin of cancer cell ,"breast, cervix",,,,
1229988453,5/3/2017 13:02:02,5/4/2017 11:59:08, strain,strain.rep  ,"bro1, bro2, dah1, als1, ap1",,,,
1229988454,5/3/2017 13:02:02,5/4/2017 11:36:27, cell type,cell type/line  ,"btic, snb19, nsc, c17.2",,,,
1229988455,5/3/2017 13:02:02,5/4/2017 11:23:54, strain,listeria strain  ,"bug2384, bug2466",,,,
1229988456,5/3/2017 13:02:02,5/4/2017 11:36:04, tissue,tissue preparation ,"bulk, microscope dissected, antibody purified, cell line, laser capture microdissected",,,,
1229988457,5/3/2017 13:02:02,5/4/2017 11:26:10, tissue,tissue collection ,"bulk, whole blood drawn in edta tubes, day 7, on day 15, the mice were sacrificed and half of the, cerebellum was harvested for purification of mitochondria, with the left half snap-frozen, homogenized, and aliquoted for western blotting, microarray, and detection of atp and nad+., embryos dissected from fully-developed green seeds",,,,
1229988458,5/3/2017 13:02:02,5/4/2017 11:44:19, strain,yeast strain  ,"by4720-leu3null, by4741, snt2-13myc, ecm5-13myc, ybc2192",,,,
1229988459,5/3/2017 13:02:02,5/4/2017 11:43:53, cell line,cell line/genotype  ,by4741 (wt),,,,
1229988460,5/3/2017 13:02:02,5/4/2017 11:45:29, genotype,background genotype  ,"by4741, wild type, parental, congenic",,,,
1229988461,5/3/2017 13:02:02,5/4/2017 11:34:49, strain,strain (or line)  ,by4742,,,,
1229988462,5/3/2017 13:02:02,5/4/2017 11:27:01, strain,strainorline  ,"by4742, s2, dbaxc57bl/6j, jb371, singapore",,,,
1229988463,5/3/2017 13:02:02,5/4/2017 11:40:51, genotype,rb1 genotype  ,"c1816inst, loh",,,,
1229988464,5/3/2017 13:02:02,5/4/2017 11:39:19, strain,strain of maternal pronucleus  ,"c3h, b6",,,,
1229988465,5/3/2017 13:02:02,5/4/2017 11:42:10, strain,strain donor  ,c3h/hen,,,,
1229988466,5/3/2017 13:02:02,5/4/2017 11:35:09, strain,strain description  ,"c57 black 6, the most common inbred strain of laboratory mouse, unknown strain origin, strain c3h, very related to c57bl/6, strain 129, has widely available embryonic stem cells, derived by inbreeding from selected f2 progeny of b10.a x b10.129",,,,
1229988467,5/3/2017 13:02:02,5/4/2017 11:35:58, gender,strain gender ,c57bl/6,,,,
1229988468,5/3/2017 13:02:02,5/4/2017 11:30:42, strain,congenic strain  ,c57bl/6,,,,
1229988469,5/3/2017 13:02:02,5/4/2017 11:44:47, strain,organ-derived dc strain  ,c57bl/6,,,,
1229988470,5/3/2017 13:02:02,5/4/2017 11:35:51, strain,secondary host strain  ,c57bl/6,,,,
1229988471,5/3/2017 13:02:02,5/4/2017 11:30:08, strain,strain (of recipient mice)  ,c57bl/6,,,,
1229988472,5/3/2017 13:02:02,5/4/2017 11:36:10, strain,strain backgroud  ,c57bl/6,,,,
1229988473,5/3/2017 13:02:02,5/4/2017 11:50:09, strain,strain gender  ,c57bl/6,,,,
1229988474,5/3/2017 13:02:02,5/4/2017 11:23:10, strain,strain recipient  ,c57bl/6,,,,
1229988475,5/3/2017 13:02:02,5/4/2017 11:44:20, strain,mice strain  ,"c57bl/6 cd45+/- (ptprc+/-), c57bl/6",,,,
1229988476,5/3/2017 13:02:02,5/4/2017 11:33:06, genotype,host genotype  ,"c57bl/6 mouse, wild-type, tnfr 1, 2 -/-",,,,
1229988477,5/3/2017 13:02:02,5/4/2017 11:41:05, strain,strain of the clone  ,"c57bl/6-cd45.1, c57bl/6-gfp",,,,
1229988478,5/3/2017 13:02:02,5/4/2017 11:35:51, strain,background mouse strain  ,"c57bl/6, c57bl/6j, 129svjae/c57bl/6, mix of c57bl/6, 129/ola and cba/j, c57b16",,,,
1229988479,5/3/2017 13:02:02,5/4/2017 11:44:20, strain,strain background  ,"c57bl/6, c57bl/6j, by4741, balb/c, offspring of cross between c57bl6/j (male) and cba/ca (female)",,,,
1229988480,5/3/2017 13:02:02,5/4/2017 11:44:42, strain,strain/background  ,"c57bl/6, c57bl/6j, diversity outcross x pymt, molf/ei x pymt, 129",,,,
1229988481,5/3/2017 13:02:02,5/4/2017 11:33:48, strain,background strain  ,"c57bl/6, c57bl/6j, wistar hanover (crlwi[gl/brl/han]igs br), balb/c, c3h/hej",,,,
1229988482,5/3/2017 13:02:02,5/4/2017 11:29:49, strain,strain  ,"c57bl/6, sprague dawley, cd-igs, c57bl/6j, c57bl/j6 and c3h/hej on apoe null age24 weeks genderfemale, c57bl/j6 and c3h/hej on apoe null age24 weeks gendermale",,,,
1229988483,5/3/2017 13:02:02,5/4/2017 11:32:02, strain,host/mouse strain  ,c57bl/6j,,,,
1229988484,5/3/2017 13:02:02,5/4/2017 11:38:09, strain,strain/cell-line  ,c57bl/6j,,,,
1229988485,5/3/2017 13:02:02,5/4/2017 11:40:44, strain,host strain  ,"c57bl/6j, a/j, female cd1 nude mouse, nod/scid, cd1",,,,
1229988486,5/3/2017 13:02:02,5/4/2017 11:38:50, strain,mouse strain  ,"c57bl/6j, c57bl/6, cd1, c57/bl6, balb/c",,,,
1229988487,5/3/2017 13:02:02,5/4/2017 11:38:52, strain,jackson lab. strain  ,c57bl/6j. gendermale. stock number000664,,,,
1229988488,5/3/2017 13:02:02,5/4/2017 11:29:49, cell line,atcc cell line  ,"cal27, a253",,,,
1229988489,5/3/2017 13:02:02,5/4/2017 11:37:35, tissue,# of tissue = 36 tissue ,carotid body,,,,
1229988490,5/3/2017 13:02:02,5/4/2017 11:26:10, tissue,# of tissue = 40 tissue ,carotid body,,,,
1229988491,5/3/2017 13:02:02,5/4/2017 11:26:37, tissue,# of tissue = 42 tissue ,carotid body,,,,
1229988492,5/3/2017 13:02:02,5/4/2017 11:35:03, tissue,# of tissue = 38 tissue ,carotid body,,,,
1229988493,5/3/2017 13:02:02,5/4/2017 11:42:32, disease,clinical disease stage  ,castration-resistant prostate cancer,,,,
1229988494,5/3/2017 13:02:02,5/4/2017 11:33:02, cell line,cell line source ethnicity  ,caucasian,,,,
1229988495,5/3/2017 13:02:02,5/4/2017 11:38:14, strain,host strain background  ,"cb17/icr-prkdcscid/icrcrl (sever combined immunodeficiency micescid mice), ncr nude mice, balb/c nu/nu",,,,
1229988496,5/3/2017 13:02:02,5/4/2017 11:37:40, genotype,nqo1 rs1800566 genotype  ,"cc, ct, na, tt",,,,
1229988497,5/3/2017 13:02:02,5/4/2017 11:36:52, genotype,15q13 genotype rs4779584  ,"cc, ct, tt",,,,
1229988498,5/3/2017 13:02:02,5/4/2017 11:39:54, genotype,16q22 genotype rs2059254  ,"cc, ct, tt",,,,
1229988499,5/3/2017 13:02:02,5/4/2017 11:33:04, genotype,8q24 genotype rs7014346  ,"cc, ct, tt",,,,
1229988500,5/3/2017 13:02:02,5/4/2017 11:41:12, genotype,20q13 genotype rs4925386  ,"cc, ct, tt, nd",,,,
1229988501,5/3/2017 13:02:02,5/4/2017 11:37:06, cell type,cell type (immunophenotype)  ,"cd133/2 positive, cd133/2 negative ",,,,
1229988502,5/3/2017 13:02:02,5/4/2017 11:39:29, cell type,cell type subpopulation  ,"cd25+ treg, cd25- non-treg, cd25-",,,,
1229988503,5/3/2017 13:02:02,5/4/2017 11:33:25, cell type,sorted cell type  ,"cd34+cd45ra-, hematopoietic stem cells (hsc1), multipotent progenitor cells (mpp), common myeloid progenitor cells (cmp), granulocyte-monocyte progenitors (gmp)",,,,
1229988504,5/3/2017 13:02:02,5/4/2017 11:22:01, genotype,genotype of pollen  ,cdka,,,,
1229988505,5/3/2017 13:02:02,5/4/2017 11:38:50, cell line,cell line characteristics  ,"cell line derived from t47d that contain one copy of mmtv promoter, the cell line has been observed to undergone minor changes after long-term culture, except for the presence of dense granules in the nucleoli (uzman, foley et al. 1966). finally, the ccrf-cem cell line has been reported to manifest autocrine catalase activity which participates to its mechanisms of growth and progression (sandstrom and buttke 1993).",,,,
1229988506,5/3/2017 13:02:02,5/4/2017 11:44:21, tissue,tumor tissue source ,"cell line established, cell line1st deg. Culture",,,,
1229988507,5/3/2017 13:02:02,5/4/2017 11:27:16, time,time of growth  ,cells were grown for 72 hrs,,,,
1229988508,5/3/2017 13:02:02,5/4/2017 11:44:42, strain,strain source  ,"charles river laboratories, wistar, harvard medical  school, p53, iberian pork plant",,,,
1229988509,5/3/2017 13:02:02,5/4/2017 11:41:22, strain,animal/plant strain or line  ,"charleston harbor, indian river lagoon, fl",,,,
1229988510,5/3/2017 13:02:02,5/4/2017 11:35:19, treatment,chamber treatment  ,"clean air, diesel exhaust inhalation",,,,
1229988511,5/3/2017 13:02:02,5/4/2017 11:31:22, cell line,cell line or clinical sample  ,"clinical specimen, cell line",,,,
1229988512,5/3/2017 13:02:02,5/4/2017 11:37:02, cell line,cell line manufacturer  ,clontech,,,,
1229988513,5/3/2017 13:02:02,5/4/2017 11:28:37, genotype,cmv genotype/variation  ,cmvf-_2b,,,,
1229988514,5/3/2017 13:02:02,5/4/2017 11:29:33, genotype,brca genotype  ,cmvf-__2b,,,,
1229988515,5/3/2017 13:02:02,5/4/2017 11:27:13, treatment,treatment regimen  ,cog 9404,,,,
1229988516,5/3/2017 13:02:02,5/4/2017 11:35:52, strain,basal strain  ,col,,,,
1229988517,5/3/2017 13:02:02,5/4/2017 11:41:30, strain,strain/ecotype  ,"col-0, colombia, shakdara (sha), bay-0, bur-0",,,,
1229988518,5/3/2017 13:02:02,5/4/2017 11:31:52, genotype,genotype/ecotype  ,"col-0, det2-1, ga1-5",,,,
1229988519,5/3/2017 13:02:02,5/4/2017 11:32:44, tissue,original tissue source ,colon,,,,
1229988520,5/3/2017 13:02:02,5/4/2017 11:29:03, strain,plant strain  ,"columbia-0 pen2-1 pad4-1 sag101-2 mutant expressing mla1-ha, columbia-0 pen2-1 pad4-1 sag101-2 mutant",,,,
1229988521,5/3/2017 13:02:02,5/4/2017 11:23:10, genotype,plant genotype  ,"columbia-0 pen2-1 pad4-1, sag101-2 mutant expressing mla1-ha, ha-ago2-dad (ago2-1)columbia-0 pen2-1 pad4-1 sag101-2 mutant, ha-ago10-ddh (col-0), ha-ago1-dah (col-0)",,,,
1229988522,5/3/2017 13:02:02,5/4/2017 11:32:07, treatment,myo-inositol treatment  ,"complete response, progressive disease, partial response, unknown response",,,,
1229988523,5/3/2017 13:02:02,5/4/2017 11:31:26, time,time course  ,"constant stress, recovery, early log phase, mid log phase, 8 days",,,,
1229988524,5/3/2017 13:02:02,5/4/2017 11:29:49, treatment,treatment gp  ,control adenoviral recombinant,,,,
1229988525,5/3/2017 13:02:02,5/4/2017 11:36:34, tissue,tissue treatment ,"control luteal day 10, hcg (simulated early pregnancy) luteal day 15, hcg (simulated early pregnancy) luteal day 10, hcg (simulated early pregnancy) luteal day 15+trl+r5020, hcg (simulated early pregnancy) luteal day 10+trl+r5020",,,,
1229988526,5/3/2017 13:02:02,5/4/2017 11:54:51, treatment,tissue treatment  ,"control luteal day 10, hcg (simulated early pregnancy) luteal day 15, hcg (simulated early pregnancy) luteal day 10+trl+r5020, hcg (simulated early pregnancy) luteal day 10+trl, hcg (simulated early pregnancy) luteal day 15+trl+r5020",,,,
1229988527,5/3/2017 13:02:02,5/4/2017 11:41:01, time,dark timepoint  ,"control, 1 h, 2 h, 15 min, 4 h",,,,
1229988528,5/3/2017 13:02:02,5/4/2017 11:35:19, time,harvest time  ,"control, 20, 26, 14, day 3",,,,
1229988529,5/3/2017 13:02:02,5/4/2017 11:39:19, time,light timepoint  ,"control, 8 h, 30 min, 1 h, 4 h",,,,
1229988530,5/3/2017 13:02:02,5/4/2017 11:40:57, treatment,environmental treatment group  ,"control, collected on the day of landing emerged during the flight and within 4 hours of, landing",,,,
1229988531,5/3/2017 13:02:02,5/4/2017 11:40:52, treatment,treatment 1  ,"control, laser treated, steroids 0mg/kg, 10 ng/ml tnf, antide on days 1 and 4",,,,
1229988532,5/3/2017 13:02:02,5/4/2017 11:25:31, treatment,transfection or treatment  ,"control, no treatment, dmso",,,,
1229988533,5/3/2017 13:02:02,5/4/2017 11:41:05, treatment,sirna treatment group  ,"control, sisteap1, itm2a, dkk2",,,,
1229988534,5/3/2017 13:02:02,5/4/2017 11:34:13, treatment,in vivo treatment  ,"corn oil, propylene glycol mono-t-butyl ether, methylene chloride, 1,2,3-trichloropropane, naphthalene",,,,
1229988535,5/3/2017 13:02:02,5/4/2017 11:26:44, strain,insect strain  ,corn strain,,,,
1229988536,5/3/2017 13:02:02,5/4/2017 11:31:27, genotype,8q24 genotype rs10505477  ,"ct, tt, cc",,,,
1229988537,5/3/2017 13:02:02,5/4/2017 11:41:51, time,timecollected  ,"ct12, ct16, ct24, ct28, ct32",,,,
1229988538,5/3/2017 13:02:02,5/4/2017 11:35:48, time,sample time point  ,"ct23.5, ct11.5, ct17.5, ct0.5, ct5.5",,,,
1229988539,5/3/2017 13:02:02,5/4/2017 11:30:42, cell line,cell line/cell type  ,"ctb primary cells, hesc h7 cell line, tbpc colony, tbpc monolayer",,,,
1229988540,5/3/2017 13:02:02,5/4/2017 11:34:34, tissue,source tissue ,"cutaneous metastasis of melanoma, cerebellum, frontal cortex, superior temporal gyrus, entorhinal cortex",,,,
1229988541,5/3/2017 13:02:02,5/4/2017 11:28:32, tissue,source  tissue ,"cutaneous metastasis of melanoma, cerebellum, frontal cortex, superior temporal gyrus, entorhinal cortex",,,,
1229988542,5/3/2017 13:02:02,5/4/2017 11:30:23, age,cycle phase/ gestational age ,"cycling endometrium secretory phase, first trimester",,,,
1229988543,5/3/2017 13:02:02,5/4/2017 11:41:11, time,time point post-infection  ,d8,,,,
1229988544,5/3/2017 13:02:02,5/4/2017 11:38:01, treatment,light treatment  ,"dark, light, white light 1h, white light 6h",,,,
1229988545,5/3/2017 13:02:02,5/4/2017 11:35:11, time,time (relative to induction)  ,"day -2, day 0, day 9, day 7, day 3",,,,
1229988546,5/3/2017 13:02:02,5/4/2017 11:29:36, time,time-points collected  ,"day 0 (immediately after sorting), day 7",,,,
1229988547,5/3/2017 13:02:02,5/4/2017 11:36:21, time,time post vbg  ,"day 0, 4 months, 12 months",,,,
1229988548,5/3/2017 13:02:02,5/4/2017 11:45:17, age,age/disease timepoint ,"day 100, end-stage, day 65, day 130, day 150",,,,
1229988549,5/3/2017 13:02:02,5/4/2017 11:38:51, time,age/disease timepoint  ,"day 100, end-stage, day 65, day 130, day 150",,,,
1229988550,5/3/2017 13:02:02,5/4/2017 11:35:51, time,time of differentiation  ,"day 12, day 8, day 4/5, 3 days, 2 days",,,,
1229988551,5/3/2017 13:02:02,5/4/2017 11:48:50, time,sampling time point  ,"day 140, day 28, day 0, day 14, week 12",,,,
1229988552,5/3/2017 13:02:02,5/4/2017 11:28:30, age,age of embryo ,day 19,,,,
1229988553,5/3/2017 13:02:02,5/4/2017 11:22:16, time,time point (visit)  ,"day 2 (v1), baseline (v3), day 6 (v2)",,,,
1229988554,5/3/2017 13:02:02,5/4/2017 11:38:50, time,time after scale removal  ,"day 3, day 7",,,,
1229988555,5/3/2017 13:02:02,5/4/2017 11:35:47, time,time of transfection  ,"day 4, day 0",,,,
1229988556,5/3/2017 13:02:02,5/4/2017 11:29:49, age,neuron age ,day 5 in vitro,,,,
1229988557,5/3/2017 13:02:02,5/4/2017 11:34:13, time,time after adoptive transfer  ,"day 5, day 15, day 0",,,,
1229988558,5/3/2017 13:02:02,5/4/2017 11:32:02, age,age of culture ,"day 5, day 21, day 7",,,,
1229988559,5/3/2017 13:02:02,5/4/2017 11:40:21, time,time of death  ,"day 6 of illness, day 17 of illness",,,,
1229988560,5/3/2017 13:02:02,5/4/2017 11:40:57, time,time of sample collection  ,"day 7 post-infection, day 4 post-infection, day 2 post-infection, 48h post-infection, 12h post-infection",,,,
1229988561,5/3/2017 13:02:02,5/4/2017 11:37:02, time,time (post virus infection)  ,"day 7, day 4, day 2, day1, 0h",,,,
1229988562,5/3/2017 13:02:02,5/4/2017 11:36:21, time,time p.i.  ,"day 8, day 3, day 5",,,,
1229988563,5/3/2017 13:02:02,5/4/2017 11:29:49, age,age (after birth) ,"day6, day0, day24",,,,
1229988564,5/3/2017 13:02:02,5/4/2017 11:24:34, time,time points  ,"day7 post stimulation, day7 p.i., 24 hours, 12 hours, 48 hours",,,,
1229988565,5/3/2017 13:02:02,5/4/2017 11:31:08, age,age of  culture ,"day7, day 7, day 5, day 6, day 2",,,,
1229988566,5/3/2017 13:02:02,5/4/2017 11:42:43, treatment,units of treatment time  ,"days/wk, 6 hr/day, hr/day",,,,
1229988567,5/3/2017 13:02:02,5/4/2017 11:37:28, time,units of treatment time  ,"days/wk, 6 hr/day, hr/day",,,,
1229988568,5/3/2017 13:02:02,5/4/2017 11:24:52, strain,p. syringae pv tomato strain  ,"dc3000 carrying avrrpm1, dc3000 wildtype, dc3000 hrpa mutant",,,,
1229988569,5/3/2017 13:02:02,5/4/2017 11:27:09, cell type,cell type subset  ,"dec205+, cd11b+, cd11b, esam+, cd11b esam-dec205 esam-",,,,
1229988570,5/3/2017 13:02:02,5/4/2017 11:28:14, genotype,th-mycn mouse genotype  ,"deficient caspase-8, wild type caspase-8",,,,
1229988571,5/3/2017 13:02:02,5/4/2017 11:32:01, treatment,sample treatment  ,"dep, fap, dnase digestion, sonication",,,,
1229988572,5/3/2017 13:02:02,5/4/2017 11:22:01, genotype,genotype/varaiation  ,dereg x ldlr-/-,,,,
1229988573,5/3/2017 13:02:02,5/4/2017 11:40:10, treatment,treatment result  ,"developed lipodystrophy, nonlipodystrophic",,,,
1229988574,5/3/2017 13:02:02,5/4/2017 11:32:45, cell type,cell types  ,"dfci 121, dfci 123, primary mouse embryonic fibroblasts e13.5, burkitts lymphoma (raji) and breast adenocarcinoma (mcf-7), hesc derived pancreatic endoderm, isolated conventional and plasmacytoid dendritic cells",,,,
1229988575,5/3/2017 13:02:02,5/4/2017 11:36:05, disease,disease exposure  ,diabetes,,,,
1229988576,5/3/2017 13:02:02,5/4/2017 11:38:26, disease,duration of disease  ,"diagnosed at inclusion, 6 years, 21 years, 16 years, 5 years",,,,
1229988577,5/3/2017 13:02:02,5/4/2017 11:42:01, strain,progeny strain  ,"dicer fl/+ lyszcre+/- (wild type), dicer fl/fl lyszcre+/- (dicer-deficient)",,,,
1229988578,5/3/2017 13:02:02,5/4/2017 11:25:31, treatment,dsrna treatment (knockdown)  ,"dicer-1 dsrna, argonaute 1 dsrna, argonaute 2 dsrna, dicer-2 dsrna, drosha dsrna",,,,
